number,summary,milestone,reporter,assigned_to_name,assigned_to_id,priority,status,completed_date,due_date,created_on,work_remaining,project,worked_hours,total_worked_hours,sum_of_child_estimates,plan_level,estimate,total_work_remaining,description,updated_at,last_status_or_milestone_change,tag_names,visible_in_client_view,days_from_created_on,days_from_last_update,days_from_status_change,days_from_completed,Fixed in,known since,Planned for release,type of feature
,,,,,,,,,,,,,,,,,,,,,,,,,,,,list,list,list,list
1320,Log a warning when observed protocol is more secure than site_url,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,New,Not Completed,,2016-08-17,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Strange things can happen when FileSender is served via HTTPS but the <code>site_url</code> mentions http. In this case, the user was able to log in but not upload, the error message was <code>terasender_source_file_not_available</code> which of course is not very descriptive.

I suggest the following behaviour:

If <code>$_SERVER['HTTPS'] && $_SERVER['HTTPS'] != 'off'</code> and <code>site_url</code> does *not* start with <code>https://</code>, then log a warning.

The reason for not detecting the opposite, is that the detection may be fooled by a reverse proxy.",2016-08-17,2016-08-17,,false,393 days,393 days,393 days,,,,,
1319,Configuration parsing in REST can lead to flags inadvertedly set to false.,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,High,Fixed,2016-09-13,,2016-07-22,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Referring to r3953, the new code path neglects to read the default values for configuration flags when the user has not provided any configuration flags itself. The system simply returns an empty array in this case, which defaults all flags to ""false"". This may cause strange surprises when using the REST API and expecting that flags in the configuration file are enforced.",2016-09-13,2016-09-13,,false,419 days,366 days,366 days,366 days,,,,
1318,auth_remote_signature_algorithm is not used,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2016-07-01,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"The configuration manual mentions `auth_remote_signature_algorithm` but no matter how I set it, the Files.sha1 field is never populated.",2016-07-01,2016-07-01,,false,440 days,440 days,440 days,,,,,
1314,Fix average upload speed counter to work properly after upload resume,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2016-05-12,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"Issue: avg. upload speed counter goes berzerk after an upload restart.

Solution: We keep track of the time upload is started or restarted (reset at restart), for each file: got global size and uploaded size. In order to know how fast we go, we take total time it took and do a division. At one point we reset one counter and not the other. Need to know “this transfer is restarting”, need to get sum of offsets, and substract it from speed computation.
",2016-05-12,2016-05-12,,false,490 days,490 days,490 days,,,,,
1313,Upload UI: Total transfer size counter in file box does not update properly on file deletion,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,High,New,Not Completed,,2016-04-07,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,With the upload form: When deleting a file from the file selection in the file box the total transfer size counter is reset to 0 even if there still are files in the file box.,2016-04-07,2016-04-07,,false,525 days,525 days,525 days,,,,,
1312,Apply consistent updated BSD license to all files in 2.0 source tree,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Accepted,Not Completed,,2016-04-06,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"As per our LICENCE.txt.  RENATER should be included.

Coordinate with Etienne.

- nail license text to include
- coordinate with Etienne
- ask Etienne or Jørn to do actual update",2016-04-06,2016-04-06,,false,526 days,526 days,526 days,,,,,
1307,Upload fails to complete on Firefox,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Highest,In Progress,Not Completed,,2016-03-03,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"I tried uploading a large file (50GB) using Firefox, using TeraSender with 20 workers. When the upload completes, the file appears green but nothing else happens. After a while, an error message appears stating ""Transfer's files are not done uploading"", and a reference to an exception. The exception reads as follows:

<pre>
filesender_2016-03-02_15h.log:[2016-03-02 15:59:21] [rest:error] [TransferFilesIncompleteException exception uid:56d70dd93ba42] transfer_files_incomplete
filesender_2016-03-02_15h.log:[2016-03-02 15:59:21] [rest:error] [TransferFilesIncompleteException trace uid:56d70dd93ba42] #0 /usr/local/filesender/filesender-2.0/classes/rest/endpoints/RestEndpointTransfer.class.php(568): Transfer->makeAvailable()
filesender_2016-03-02_15h.log:[2016-03-02 15:59:21] [rest:error] [TransferFilesIncompleteException trace uid:56d70dd93ba42] #1 [internal function]: RestEndpointTransfer->put('72')
filesender_2016-03-02_15h.log:[2016-03-02 15:59:21] [rest:error] [TransferFilesIncompleteException trace uid:56d70dd93ba42] #2 /usr/local/filesender/filesender-2.0/classes/rest/RestServer.class.php(234): call_user_func_array(Array, Array)
filesender_2016-03-02_15h.log:[2016-03-02 15:59:21] [rest:error] [TransferFilesIncompleteException trace uid:56d70dd93ba42] #3 /usr/local/filesender/filesender-2.0/www/rest.php(37): RestServer::process()
filesender_2016-03-02_15h.log:[2016-03-02 15:59:21] [rest:error] [TransferFilesIncompleteException trace uid:56d70dd93ba42] #4 {main}
filesender_2016-03-02_15h.log:[2016-03-02 15:59:21] [rest:error] [TransferFilesIncompleteException details uid:56d70dd93ba42] transfer = ""Transfer#72""
</pre>",2017-05-15,2016-05-12,,false,560 days,122 days,490 days,,,,,
1308,Using `createtransfer.php` must check that it runs from the correct user.,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),,,Normal,New,Not Completed,,2016-03-10,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"When I run <code>createtransfer.php</code> as my own user, I get a lot of the following error message:

<pre>failed to open stream: Permission denied in /usr/local/filesender/filesender-2.0/classes/utils/Logger.class.php on line 353</pre>

When I run it as root instead it works, but now I get this error when I try to run FileSender from the webbrowser. This happens because createtransfer.php may create a new logfile, and this new logfile will then be owned by the user that ran createtransfer.php.

The following things need to be taken care of:
* If log files can't be written, the script should abort.
* If log files can be written, they should either be chowned to the webserver, or made group-writeable.",2016-03-10,2016-03-10,,false,553 days,553 days,553 days,,,,,
1304,"Usability: When trying to click send, user is never warned the email is missing",Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2016-02-26,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,The user won't know why the send button isn't activated because there's no feedback to the user.  We need a slightly better way to let the user understand what (s)he needs to do.,2016-02-26,2016-02-26,,false,566 days,566 days,566 days,,,,,
1303,"Guest Voucher manual deletion interrupted if ""invalid or missing email"" warning triggered",Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,Accepted,Not Completed,,2016-02-26,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Copied from the version 1.6 known issue list.  This seems to still be a problem in version 2.0.

On the ""Guest Voucher"" page, if one starts to type a recipient email address and then clicks on the ""Delete"" button, the warning ""Invalid or missing email"" appears and the ""Delete"" button is highlighted, but the voucher does not delete (reported by Wendy). If one (without changing anything) then clicks on the ""Delete"" button again the confirmation dialog appears, then clicking ""Yes"" deletes the voucher and clears/reloads the page (noted by Xander).",2016-02-26,2016-02-26,,false,566 days,566 days,566 days,,,,2.0-alpha1,
1302,Upload complete dialog should not auto-close,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Lowest,Test,Not Completed,,2016-02-26,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When an upload complete, a dialog appears stating that the upload has completed. This is good. But it closes in 15 seconds, after which is redirects to the upload page again, which then shows no indication of that the previous upload succeeded.

This is annoying if you leave the computer while uploading completes, because you have to do extra work to check that the upload succeeded.
Even more so if you checked the «Get a link instead of sending to recipients» checkbox, because then you must find the link in «My Transfers». ",2016-04-04,2016-04-04,,false,566 days,528 days,528 days,,,,,
1274,Terasender fails on small files,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),,,Normal,New,Not Completed,,2016-02-05,0.0,FileSender,0.0,0.0,1.0,Subtask,1.0,0.0,"May be related to #1270.

When the config looks like this:
<pre><code>
$config['terasender_enabled'] = true; // true/false
$config['terasender_advanced'] =  true; // true/false - terasender advanced - show advanced settings
$config['terasender_chunk_size'] = 5 * 1024 * 1024;        // default (5) terasender chunk size
$config['terasender_worker_count'] = 30;        // default (6) worker count
$config['terasender_start_mode'] = 'multiple'; // ""single"" to start all workers on the first file, ""multiple"" to dispatch them on all files
</code></pre>

Uploads of small files fail. I tried with a file of 329 bytes. Trial and error showed me that uploading would succeed when using at most 20 workers, 21 and more fail.
When uploading fails, the file appears green just as it should and the logs show that upload succeeded, just as it should, but the UI hangs there.
Refreshing the page shows that uploading failed and offers to try again, with the same result.

Changing the chunk size didn't seem to make any difference.

Logs are included

*Successful upload with 20 workers*
<pre><code>
[2016-02-05 11:39:57] [rest:info] [user USERNAME] File#6 (FILENAME, 329 bytes) added to Transfer#6
[2016-02-05 11:39:57] [rest:info] [user USERNAME] Recipient#6 (EMAIL) added to Transfer#6
[2016-02-05 11:39:57] [rest:info] [user USERNAME] Transfer#6 started
[2016-02-05 11:39:57] [rest:info] [user USERNAME] File#6 chunk[0..329] written
[2016-02-05 11:39:57] [rest:info] [user USERNAME] Transfer#6 upload started
[2016-02-05 11:39:57] [rest:info] [user USERNAME] File#6 fully uploaded, took 0s
[2016-02-05 11:39:58] [rest:info] [user USERNAME] Mail#transfer_available sent to Recipient#6
[2016-02-05 11:39:58] [rest:info] [user USERNAME] Transfer#6 made available, took 1s
</code></pre>

*Failed upload with 21 workers*
<pre><code>
[2016-02-05 11:40:22] [rest:info] [user USERNAME] File#7 (FILENAME, 329 bytes) added to Transfer#7
[2016-02-05 11:40:22] [rest:info] [user USERNAME] Recipient#7 (EMAIL) added to Transfer#7
[2016-02-05 11:40:22] [rest:info] [user USERNAME] Transfer#7 started
[2016-02-05 11:40:22] [rest:info] [user USERNAME] File#7 chunk[0..329] written
[2016-02-05 11:40:22] [rest:info] [user USERNAME] Transfer#7 upload started
[2016-02-05 11:40:22] [rest:info] [user USERNAME] File#7 fully uploaded, took 0s
</code></pre>
",2016-02-29,2016-02-05,,false,587 days,563 days,587 days,,,,,
1281,Error message required when HTML5/Terasender upload javascript can no longer read file,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2016-02-07,0.0,FileSender,0.0,0.0,1.0,Subtask,1.0,0.0,"Clone from ticket #999.  Need to check what happens when in current 2.0-alpha the file suddenly no longer can be read (for example because it was deleted by the user while uploading).

For details see related (original) ticket #999.

Required for both HTML5 and Tera Sender.

Scenario: start large file upload from USB disk, USB disk unplugges, HTML5 upload script can no longer read file, and upload hangs.

What probably shoudl happen is that when the next chunk of file being uploaded can't be read, after a certain timeout a dialogue ought to pop up ""having trouble reading file, cancel upload yes/no?"" and maybe even include a ""should I try to resume"" question. At the very least the user needs to be made aware of the possibility to resume. Most people won't know this and especially for larger files it would be .... annoying. ",2016-02-29,2016-02-07,,false,585 days,563 days,585 days,,,,,
1301,Thorough analysis + documentation of TeraSender upload module in 2.0,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jørn Åne,c9JOC0LeOr5BTmacwqEsg8,Normal,New,Not Completed,,2016-02-26,0.0,FileSender,0.0,0.0,3.0,Story,1.0,0.0,"We keep running into problems with especially large uploads (100s of GB), using specific browsers (IE 11) or boundary conditions (25+ workers).  We need to:
- document TeraSender functionality: implementation, design, flow
- analyse whether this is good enough
- change where needed

",2016-02-29,2016-02-26,,false,566 days,563 days,566 days,,,,,
878,add option to MyFiles: show which IP address downloaded a file,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),,,Normal,Fixed,2016-02-26,,2013-02-06,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"The current QWA MyFiles shows the dates for when a file was downloaded.  A feature request came in on the feature request forum, by James M: https://filesender.uservoice.com/admin/users/32753502-james-m

It sounds like a good idea to enable this.  It would fit best in the new MyFiles, the one from QWA.  We already have a list of the dates a file is downloaded on, in the expanded view.  The IP address is stored in the database.  So all we need is:
-to display the ip address next to the download date, show ipv4 or ipv6 address 
-implement a config.php switch ""show download user ip address in myfiles"" to either show or not show download ip addresses in MyFiles

We'll start with IP address, but would be good to have a look at whether resolving the ip address makes sense.  It is a bit tricky, as we don't store the resolving  result in the database, so would mean ""live"" resolving resulting in possible slower display of MyFiles, not preferable.  Now that I write this, it sounds like a bad idea to do resolving live.  Might be a nice phase2 change for this functionality, with database change to store resolving result ""on download"".




",2016-02-26,2016-02-26,,false,1681 days,566 days,566 days,566 days,,,,
817,Change upload button to DIV,Release 2.0-alpha,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Lowest,Fixed,2016-02-26,,2012-09-20,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,Change upload button to DIV to remove # from URL when selecting upload ,2016-02-26,2016-02-26,,false,1820 days,566 days,566 days,566 days,,,,
784,Make sure invitation voucher upload must *also* always be sent to invitation voucher creator ,Release 2.0-alpha,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Fixed,2016-02-26,,2012-07-17,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,,2016-02-26,2016-02-26,,false,1885 days,566 days,566 days,566 days,,,,code enhancement
142,limit file upload recipient to voucher creator [M],Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Wendy Mason,aNSALiyQSr3482eJe5cbCb,Normal,Fixed,2016-02-26,,2010-03-19,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"The voucher issuer can select an option by which the voucher receiver can only sent the file to voucher issuer, i.e. ""To:""
= e-mail address of voucher issuer.

An implementation question is whether this is a side-wide decision or a per-voucher-issuer decision.

1. make it a side-wide decision.  A server admin can decide to switch this on, or off.  On means upload invitations can only be used to upload a file to the originator of the invitation.
Off means uploads can be sent to anyone

2. make it a possible choice for the originator of an invitation.  Allow them to tick this as an option when creating an upload invitation.  The option might be ticked by default, or not
(another config option).

If you have a fairly constrained use case (for example to provide a ""dump your multi-GB error trace files here"" facility to customers of a machine) the first option would fit the bill.

If you'd like to make this the general default but would like to offer users the option to divert (for example: research collaboration of 4 people, of which one (A) has access to a
filesender instance, wanting to enable persons B and C to send a file directly) from the default, we'd need option (2) as well.

Implementation ought to start with option (1), and then proceed with option (2).   Option (2) has UI consequences.",2016-02-26,2016-02-26,,false,2736 days,566 days,566 days,566 days,,,,
873,show remaining dates from previous month in date picker,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,New,Not Completed,,2013-01-29,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"the date picker displays absolute calendar months.  When you're in say end of January and the default expiry is on 16 February, you'd like to see the January days you can pick as well.  That way you don't need to  go back 1 month to select a date in January.

Requires small modifications to the same files as were needed for ticket #820.

These two options need to be set:

                $(""#datepicker"" ).datepicker( ""option"", ""showOtherMonths"", true );
                $(""#datepicker"" ).datepicker( ""option"", ""selectOtherMonths"", true );
",2016-02-26,2016-02-26,,false,1689 days,566 days,566 days,,,,,
1297,«Stop»-button has unclear behaviour,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2016-02-25,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When I click the «Stop» button during an upload, I get the question if I want to abort my upload.
When I answer «Yes», the question disappears again but otherwise it doesn't look like the action had any effect.

The button should abort the upload as fast as possible and redirect the user back to the upload page.",2016-02-25,2016-02-25,,false,567 days,567 days,567 days,,,,,
1047,Zipped file names cannot handle special characters ,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Invalid,2014-02-03,,2013-11-20,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"*Error*: 
File name blåbærsyltetøy.txt when uploaded then downloaded n a ZIP file is returned as bl+Ñb+ªrsyltet+©y.txt

*Reproduce*: 
Upload more than one file as a group.
Name one of the files  blåbærsyltetøy.txt 
After upload, download as a ZIP
Open zip and check file names.

*Tested* on Windows 7
",2014-06-19,2014-06-19,,false,1394 days,1183 days,1183 days,1319 days,,,1.6-beta1,
1295,Large files stall on Internet Explorer 11,Release 2.0-alpha,Jørn Åne (c9JOC0LeOr5BTmacwqEsg8),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Highest,In Progress,Not Completed,,2016-02-22,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Tested in both 1.6 and 2.0.

When uploading a large file (50GB in our case) through Internet Explorer 11, the upload stalls somewhere halfway. We've received reports stating that they stop at 12%, in my own tests they've stopped at 48% in FileSender 2.0 and 78% in FileSender 1.6. The log files make no mention of anything amiss. I wasn't able to reproduce this with other browsers.

Tested with Internet Explorer 11 on Windows Server 2012R2, got reports about Internet Explorer 11 on Windows 7.",2016-05-12,2016-05-12,,false,570 days,490 days,490 days,,,1.6,,
1087,Quote escape syntax error in multiupload.php,Archived: Release 2.0 prototype,Vegard Polden (aTWq58rMCr4ysmacwqjQXA),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Fixed,2014-03-26,,2014-03-26,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"As reported by Lubos Kopecky:

file:
pages/multiupload.php

line:
173

wrong:
    echo '<select name=\""filefrom\"" id=\""filefrom\"" style=\""width:98%;font-size:12px;font-family: Verdana, Geneva, sans-serif;\"">\n';

correct:
    echo ""<select name=\""filefrom\"" id=\""filefrom\"" style=\""width:98%;font-size:12px;font-family: Verdana, Geneva, sans-serif;\"">\n"";
",2014-03-26,2014-03-26,,false,1268 days,1268 days,1268 days,1268 days,,,,
1293,Guest voucher allowed transfer options do not propagate when using voucher,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,High,New,Not Completed,,2016-02-17,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When creating a voucher you can specify which transfer options the guest user will have available, for example ""get link"".  The problem is they don't work when you then use the guest voucher.  Click on the voucher URL, enter the transfer upload page, and no transfer options are available.  ",2016-02-17,2016-02-17,,false,575 days,575 days,575 days,,,,,
1085,Check Config Validation is up to date.,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,In Progress,Not Completed,,2014-03-26,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,,2014-04-15,2014-04-15,,false,1268 days,1248 days,1248 days,,,,2.0-alpha1,
1086,Remove 'close' button on upload dialogue,Archived: Release 2.0 prototype,Vegard Polden (aTWq58rMCr4ysmacwqjQXA),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,New,Not Completed,,2014-03-26,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"As pointed out by Wendy, the upload dialogue should not be closeable.",2014-03-26,2014-03-26,,false,1268 days,1268 days,1268 days,,,,2.0-alpha1,
1084,Language Error in French - apostrophe,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Test,Not Completed,,2014-03-25,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"SyntaxError: missing } after property list
	

currentText: 'Aujourd'hui',",2014-04-15,2014-04-15,,false,1269 days,1248 days,1248 days,,,,1.6-beta1,
1072,Security audit: Check lib/swf/playerProductInstall.swf for new version,Archived: Release 2.0 prototype,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),,,Normal,Test,Not Completed,,2014-02-03,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"-need to check if we still need it
-get new one.

A    filesender/branches/filesender-2.0/www/lib/swf/playerProductInstall.swf",2014-03-25,2014-03-25,,false,1319 days,1269 days,1269 days,,,,2.0-alpha1,
1070,Optional subject not used in upload confirmation to sender ,Archived: Release 2.0 prototype,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,New,Not Completed,,2014-01-13,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Try sending a file with ""Email me on upload complete"" ticked and using an optional subject + message.  The email to the recipient uses the subject entered and includes the message.

The ""upload completed"" email sent to the sender doesn't contain the subject and message entered by the user.

As a sender of a bunch of files I wondered what happened, so this is probably not what a user would expect.  You'd expect the specific entered subject to be used in both emails.",2014-01-13,2014-01-13,,false,1340 days,1340 days,1340 days,,,,,
1280,Create standard configuration file template with sane defaults,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,New,Not Completed,,2016-02-07,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,Activating most features.  Base on config-meijer currently present in config directory.,2016-02-07,2016-02-07,,false,585 days,585 days,585 days,,,,,
1069,Consider dropping (friendly name in) user greeting,Archived: Release 2.0 prototype,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Fixed,2014-03-16,,2014-01-09,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Thijs Kinkhorst from Tilburg University suggested to consider dropping the (friendly name in) the user greeting.  It would simplify the code and would mean less attributes to provision making for an easier deployment.

We'll do a think about this as part of the 2.0 work.  Mental note: the CN attribute (friendly name) is currently not mandatory to provision to a FileSender installation.",2014-03-16,2014-03-16,,false,1344 days,1278 days,1278 days,1278 days,,,,
1279,implement auto-refresh after click on download from My Transfers table,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2016-02-07,0.0,FileSender,0.0,0.0,3.0,-,3.0,0.0,"implement auto-refresh after click on download in MyTransfers.

This ticket is a clone from ticket #984, remaining work from version 1.6.  

When a user downloads a file via the My Transfer table entry, the download counters do not get incremented until the page is refreshed.  In version 1.6 we did not have a reliable way to detect whether a download was complete or cancelled.  In 2.0 we can detect up to all but  the last chunk whether a download was successfull.

We create an event in the audit trail log for ""Recipient X finished downloading <file> (size)"" on when sending the last chunk of a download (Etienne, that is correct, right?).

That means we make an assumption in the audit log that afer the last download chuk is sent the file was downloaded.  We may as well refresh the my transfer page when that event occurs in the download case of downloading via my transfers.",2016-02-07,2016-02-07,,false,585 days,585 days,585 days,,2.0,,1.6.1,
1059,Maximum email address warning timing inconsistency,Archived: Release 2.0 prototype,Wendy Mason (aNSALiyQSr3482eJe5cbCb),Wendy Mason,aNSALiyQSr3482eJe5cbCb,Normal,Test,Not Completed,,2013-12-23,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When selecting addresses from the autocomplete list, the warning ""The maximum number of email addresses allowed is [X]."" appears at different points for:
* *uploading a file (authenticated or using a voucher):* only after clicking on ""Send"" button
* *issuing a voucher:* immediately after clicking out of the field",2014-03-26,2014-03-26,,false,1361 days,1268 days,1268 days,,,1.6-beta1,,
1052,move Send button,Archived: Release 2.0 prototype,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Won't fix,2014-03-20,,2013-12-12,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Suggestion to make the Send button ""easier to reach"" and more in touch with where the clicking is going on:

- move Send button to screen center
- move ""select file"" button slightly to the right.  See edited screenshot

Send and Select File buttons would need to be similar size

",2014-10-21,2014-03-20,,false,1372 days,1059 days,1274 days,1274 days,,,2.0-alpha1,
1277,Bug: problem uploading in private browser mode,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2016-02-07,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Observed with Safari ""private"" window.  Not verified with Chrome and Firefox incognito yet.  Symptom: when you start an upload (of 16 MB) the upload just does does not start.  Probably something with a session token that doesn't get set?

Etienne, perhaps you already have an idea what this can be, otherwise we need to check this also occurs in other browsers.",2016-02-07,2016-02-07,,false,585 days,585 days,585 days,,2.0,,,
1051,Bug: clear all button doesn't change text after clicking anymore,Archived: Release 2.0 prototype,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Fixed,2013-12-12,,2013-12-12,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Used to be that when you clicked on the ""clear all"" the label changed to ""undo"" or something.  This doesn't work anymore.",2013-12-12,2013-12-12,,false,1372 days,1372 days,1372 days,1372 days,,,2.0-alpha1,
1276,Bug from previous release: check 2.11.7 (1.6) A session-bound token must be validated for each POST request,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,Test,Not Completed,,2016-02-06,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Cloned from ticket #1080, check that ticket for comments and details.

Etienne, I don't think this is an issue for version 2.0 as you rewrote all token handling.  But please check ticket #1080, check the comments and write your conclusions in this ticket.  Thanks!

Jan

""overall include of XSRF.php needs more investigation.  

Add XSFR.php to index.php

Change [""s-token""] != to [""s-token""] !== as == matches type as well as value.

Check if POST is used in any context other than $_POST[""myJson""]""

",2016-02-08,2016-02-08,,false,586 days,584 days,584 days,,,,1.6.1,
1050,Move AuP to be on-first-logon rather then on-every-session,Archived: Release 2.0 prototype,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Deferred,Not Completed,,2013-12-12,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"purpose for this ticket: we need to sum up arguments for and against and figure out how on-first-logon can be implemented.  Document this, then make a decision: implement or not.

Idea Chris and Vegard:Set AuP ticked bit in every transaction and just re-use value from the last transaction.  We assume AuP tick is valid until AuP changes.    Re-enforcing AuP (and forcing user to tick again) means having a re-enforcment AuP date config option.  On that date every user AuP tick is ""reset"".

",2014-03-26,2014-03-26,,false,1372 days,1268 days,1268 days,,,,,
1275,Bug from prev. release: Empty/null $config['ban_extension'] prevents sending files with no extension,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),,,Normal,Test,Not Completed,,2016-02-06,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Cloned from a known issue in versin 1.6, ticket #1137.  Need to verify this is no longer a bug in version 2.0.  If this is a bug in 2.0 it should be fixed.

setting $config['ban_extension'] to '' (= empty string) or null should allow all extensions, including 'no' extension. However the current code takes it too literally and will prevent the sending of files without extension. So the following files will be marked as 'invalid':

empty-extension.
no-extension

As noticed by MeRC on the AARNet Cloudstor install and reported by Wendy.",2016-03-10,2016-02-08,,false,586 days,553 days,584 days,,,1.6,,
